Type: light | Measure: 15.62 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 35.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -31.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 54.38 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.84 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 904.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 0.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 56.6 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.13 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 975.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 0.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 51.11 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.34 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 936.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 0.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.53 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.43 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 900.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 0.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 49.99 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.43 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1162.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 0.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 27.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 48.02 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.84 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1064.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 6.03 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 97.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -62.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 48.11 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.57 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 959.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 5.45 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 49.98 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.79 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 932.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 12.38 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 35.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 49.77 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.03 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1177.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 8.28 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 31.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 46.89 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.71 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 897.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 8.28 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 49.42 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.22 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 967.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 44.19 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.55 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.44 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 916.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 32.76 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.37 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.22 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 900.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 31.86 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.98 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.58 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1166.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 30.02 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -31.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 47.46 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.35 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1064.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 29.12 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 49.32 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.44 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 908.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 32.49 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.37 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.22 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 951.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 43.47 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.55 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.22 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 889.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 31.86 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 51.53 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1177.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 29.16 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 27.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -35.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 46.89 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.66 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 904.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 29.16 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 0.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 52.04 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.66 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 900.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 29.16 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 52.54 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.01 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 900.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 23.67 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 44.13 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 28.97 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 975.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 26.51 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 44.28 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.14 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 924.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 26.55 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
